3.1.1.3.,"A system should be in place to ensure that the donor is prevented from making future donations during a permanent or temporary deferral period. 161 Guide to the preparation, use and quality assurance of blood components"
3.6.2.3.,"Where an anticoagulant solution is used in the collection of whole blood, the blood container should be mixed gently immediately after starting collection and at regular intervals during the entire collection period. The flow of blood should be sufficient and uninterrupted."
3.6.2.4.,The maximum collection time for acceptance of the donation for component processing should be specified and controlled. Donations that exceed the maximum time period should be recorded and discarded.
3.6.2.5.,"If the duration of the bleeding for a whole blood collection is longer than 15 minutes, the blood should not be used for the preparation of platelets (Evidence level C)."
3.6.2.6.,"If the duration of the bleeding for a whole blood collection is longer than 15 minutes, the plasma should not be used for direct transfusion or for the preparation of coagulation factors (Evidence level C)."
3.6.2.7.,"If manual mixing is used, the blood container should be inverted every 30 45 seconds. When an automated mixing system is used, an appropriately qualified system is required. 168 Chapter 3 Collection of blood and blood components"
3.7.1.5.,"After collection, blood containers should be placed promptly into controlled temperature storage and transported to the processing site under temperature conditions appropriate for the component that is to be prepared. Validation data should be available to demonstrate that the storage parameters after collection and the method of transport used maintains the blood within the specified temperature range throughout the period of transportation. Immediately after sealing the distal end of the collection tubing, the contents of the blood bag system collection tubing should be completely discharged into the blood container. If integral blood bag system collection tubing is used to prepare segments for testing, it should be sealed off at the distal end, filled with anticoagulated blood as soon as possible after blood collection and sealed at the proximal end."
3.9.,"Repository of archive samples Archived donor samples are useful for look-back investigations. These samples can be tested to ascertain if the index donation had been collected during a test ‘window period’ or whether it was infected with a pathogen for which the blood service does not routinely screen (e.g. chikungunya, hepatitis E virus)."
3.10.,"Management of adverse reactions in donors The management of adverse reactions related to blood donation should be described in standard operating procedures. Prospective donors should be informed of the possible adverse reactions of blood donation and how they can be prevented. Prompt attention should be given to all donors experiencing adverse reactions. The donor should be referred as soon as possible to the responsible healthcare worker/physician in charge. The source of the adverse reaction should be identified, and corrective and preventive measures considered. Severe adverse reactions in donors should be reported to the nationally established haemovigilance system."
4.1.3.,"Assessing the impact of changes When changes are planned (e.g. new plastics, plasticiser, filter or additive solution) and there is limited experience or data available, extended testing of relevant parameters should be considered. This should cover the entire blood supply chain from donation to transfusion, including component preparation and storage. Assessment of the following parameters may be considered: • Red cells: glucose, pH, haematocrit, haemolysis, ATP, 2,3 DPG, lactate and extracellular potassium ions, haemoglobin, deformability, osmotic fragility; • Platelets: pH, pO2, pCO2, bicarbonate ions, glucose, lactate, ATP, P-selectin, markers of activation (e.g. Annexin V), LDH release, beta-thromboglobulin release, response to hypotonic shock and swirling phenomenon, morphology score and extent of shape change; • Plasma: factor VIII, fibrinogen and signs of coagulation activation (e.g. thrombin-anti-thrombin complexes). The suitability of changes may also involve the evaluation of posttransfusion in vivo recovery and survival of red cells after 24 hours and the assessment of platelet recovery, survival and corrected count increments. 176 Chapter 4 Processing, storage and distribution of blood and blood components"
0.,"70 in order to maintain red cell viability and ensure that the viscosity is sufficiently low to permit transfusion of the concentrate without further dilution before administration. Microaggregates of platelets, leukocytes and fibrin are present in significant amounts after 3-4 days of storage of whole blood and red 177 Guide to the preparation, use and quality assurance of blood components cells. Therefore, standard transfusion filters, in approved transfusion sets for administration, should be used to ensure adequate microaggregate removal. Removal of platelets and/or leucocytes during component preparation reduces microaggregate formation. Platelets Platelets are stored in either 100 % plasma or a proportion of plasma and a platelet additive solution (PAS). PAS contains ingredients that maintain platelet quality and improve platelet metabolism. Most current PAS require storage with around 30-40% residual plasma to ensure sufficient glucose availability at the end of shelf-life. Platelets stored in PAS exhibit improved quality and metabolism when compared to platelets stored in plasma. The lower plasma content and reduced cytokine accumulation leads to a reduced risk of allergic transfusion reactions. The quality of platelets in plasma is impaired when the pH falls below"
4.1.6.,"Leucocyte depletion Leucocytes play no therapeutic role in blood components (except for granulocyte and lymphocyte preparations for specific indications) and may cause adverse transfusion reactions. Leucocyte depletion involves the removal of leucocytes from blood components using 179 Guide to the preparation, use and quality assurance of blood components filtration or apheresis technology. This is usually undertaken prior to storage of the component (pre-storage leucocyte depletion) using filters incorporated in the blood bag system. Pre-storage leucocyte depletion is considered superior to alternative approaches, such as post-storage or bedside filtration, and is the international standard. The blood establishment should determine the most appropriate blood bag system for the desired component. Blood bag systems for the preparation of leucocyte-depleted blood components should ensure that the final component contains less than 1 × 106 leucocytes. To enable a comparison of the filters that can be used for leucocyte depletion and to facilitate selection, blood establishments should request relevant data from the manufacturers on the performance of leucocyte depletion filters within each system, under defined conditions, including any effect on storage parameters. Manufacturers are responsible for providing performance data to the blood establishment on variations between different filter types or modifications and between batches. Performance data should be updated when the filter or system is modified and for each new batch. Inadequate leucocyte depletion, slow filtration or filter blockage may occur for various reasons, including blood bag system defects, mishandling and donations from donors with red cell abnormalities (e.g. sickle cell traits). Follow-up of the donor to exclude a red cell abnormality may be considered if repeated filter blockage occurs and more detailed quality control procedures are necessary (e.g. leucocyte counting of every donation). Standards"
4.1.7.,"Freezing and thawing of plasma for transfusion Freezing is a critical step in the preservation of some plasma proteins, including coagulation factors (in particular factor VIII). To achieve the highest yield of factor VIII, the time between collection and freezing should be validated to result in a component meeting the specification. The rate of cooling during the freezing process should be as rapid as possible. Optimally the core temperature of the plasma unit should be reduced to − 25°C or lower within 60 minutes of commencing the freezing step. This normally requires the use of a blast-freezer. Frozen units should be handled with care as the bags become brittle. The integrity of the blood container should be verified before and after thawing to exclude any defects and leakages. Leaking containers must be discarded. The plasma component should be thawed immediately after removal from storage, using a validated procedure. If warming of the plasma is intended, the plasma temperature should not rise above + 37°C. After thawing of frozen plasma, the content should be inspected to ensure that no insoluble cryoprecipitate is visible. The component should not be used if insoluble material is present. To preserve labile factors, plasma should be used as soon as possible after thawing. Post-thaw shelf-life may be extended for a validated period to facilitate urgent transfusion for some indications. Thawed plasma should not be refrozen unless thawing is required for further manufacture, such as for pathogen reduction and production of cryoprecipitate, and the freeze-thaw steps should be performed in accordance with the manufacturing requirements. 181 Guide to the preparation, use and quality assurance of blood components"
6.6.3.,). Red cells prepared in open systems and stored at + 4°C should be transfused within 24 hours of processing. Platelets prepared in open systems should be transfused within 6 hours of processing. It is recommended that any new developments in component preparation involving an open system should be subjected to intensive testing during the developmental phase to minimise the risk of bacterial contamination. Standards
4.1.10.,"Component labelling and information Information about the composition, clinical indications, storage and transfusion requirements of blood components should be made available to clinicians through written or electronic communications. This includes the proviso that the blood component should not be transfused if there is any visual abnormality, e.g. haemolysis in red cell components or loss of swirling in platelet components, and that all blood components should be administered through an approved transfusion set (CE-marked within the EU). The blood component label should contain the information (in eyereadable format) necessary for safe transfusion. This includes a unique donation identification number (preferably consisting of a code for the blood collection organisation, the year of donation and a serial number), relevant blood groups, name of the blood component, essential information about the properties and handling of the blood component and the collection and expiry date (see also labelling requirements in Chapter 5, Blood component monographs). Standards"
4.2.1.,"General requirements Storage conditions for blood components are designed to preserve optimal functionality during the entire storage period. The risk of bacterial contamination is reduced if closed separation and storage systems are used. There should be a system in place to maintain and control the storage of blood components throughout their shelf-life, including any transportation that may be required. Temperature should be continuously monitored. Warning systems should be used where applicable. A system should be in place to ensure hygienic conditions are maintained in storage areas. Standards"
4.2.1.2.,"Procedures for storage and distribution must be validated to ensure blood and blood component quality during the entire storage period and to exclude mix ups of blood components. All transportation and storage actions, including receipt and distribution, must be defined by written procedures and specifications (Directive 2005/62/EC, Annex"
4.2.1.3.,"Storage and distribution routines should take place in a safe and controlled way, in order to ensure component quality during the entire storage period and to avoid any risk of identification error and mix up of blood components."
4.2.1.7.,There should be a system to ensure stock rotation involving regular and frequent checks that the system is operating correctly. Blood and blood components beyond their expiry date or shelf life should be separated from usable stock.
4.2.1.15.,"Records should be kept of the distribution of blood components between blood establishments, between blood establishments and hospital blood banks and between hospital blood banks. These records should show the date of supply, unique component identifier and name of the blood component, the quantity received or supplied, and the name and address of the supplier or consignee. 189 Guide to the preparation, use and quality assurance of blood components"
4.2.3.,"Storage of red cell components The maximum duration of storage (expiry date) must be noted on each container. This duration may vary with the type of preparation (concentration of cells, formula of anticoagulant, use of additive solution, secondary processing) and should ensure a mean 24-hour post-transfusion survival of no less than 75% of transfused red cells. Red cells are stored in a fluid state at a controlled temperature between + 2°C and + 6°C. Frozen red cells should be stored at < − 60°C in a validated suspension medium in order to produce satisfactory post-transfusion survival figures."
4.2.4.,"Storage of platelet components For the preparation of pooled platelets, buffy coats should be stored between + 20°C and + 24°C without agitation and for no longer than 24 hours after whole blood separation. Platelets are normally stored between + 20°C and + 24°C. Agitation of platelets during storage should be sufficient to guarantee oxygen availability, but should be as gentle as possible to prevent induction of activation and storage lesions. The maximum duration of storage (expiry date) must be noted on each container. Platelets should be stored under conditions that ensure that their viability and haemostatic activities are optimally preserved. Plastic bags intended for platelet storage should be sufficiently permeable to gases to guarantee oxygen availability to platelets and diffusion of carbon dioxide. The amount of oxygen required is dependent on the number of platelets and their concentration in the component. Lack of oxygen increases anaerobic glycolysis and lactic acid production and results in a fall in pH and glucose depletion. The quality of platelets is preserved if the pH remains above"
6.,"4 throughout the storage period. 191 Guide to the preparation, use and quality assurance of blood components Frozen platelets should be stored at < − 80°C in a validated suspension medium in order to produce satisfactory post-transfusion survival figures. A closed storage device that permits temperature control is recommended. If such a device is unavailable, the storage location chosen should be capable of maintaining the required temperature. Platelets should be stored in agitators that: • Enable satisfactory mixing in the bag, as well as gas exchange through the wall of the bag; • Avoid folding of the bag; • Have a set speed which avoids foaming; • Keep the bags in place."
4.2.5.,"Storage of frozen plasma components The maximum duration of storage (expiry date) must be noted on each container. Frozen plasma components should be stored in accordance with the following time and temperature specifications; • 36 months at − 25°C or below; • 3 months at between − 18°C and − 25°C. Freezers with automatic defrosting should be avoided, unless it can be guaranteed that the low temperature is maintained during defrosting."
4.2.6.,"Storage of granulocyte components For the preparation of granulocyte components, buffy coats should be stored between + 20°C and + 24°C without agitation and for no longer than 24 hours after whole blood separation. Typically, granulocyte components are prepared for a specific patient and administered immediately. If storage is unavoidable then this should be for the shortest possible period at between + 20°C and + 24°C without agitation and for no longer than 24 hours. 192 Chapter 4 Processing, storage and distribution of blood and blood components"
4.2.8.,Transport of red cell components Red cell components should be kept between + 2°C and + 6°C. The temperature of red cell components should not go below + 1°C or exceed + 10°C over a maximum transit time of 24 hours. Transport times may exceed 24 hours if red cell components are maintained between + 2°C and + 6°C. Transport conditions should be validated to ensure maintenance of the quality of the red blood cells.
4.2.9.,"Transport of platelet components Platelet components are usually not agitated during transport and, therefore, oxygen delivery to platelets is reduced. Agitation of platelets can be interrupted (simulating transportation conditions) for up to 24 hours of the total shelf-life of the component, with no single interruption lasting longer than 8 hours, without a major impact on the in vitro quality of the platelets at the end of a storage time of up to 7 days. The pH of the platelet components is better preserved when agitation is interrupted for several short periods compared to one long period."
4.3.1.3.,"Red cell components may be irradiated up to 28 days after collection. Irradiated cells should be transfused as soon as possible, but no later than 14 days after irradiation and, in any case, no later than 28 days after collection. More stringent requirements are included in specific component monographs (see Chapter 6 in this Guide). 195 Guide to the preparation, use and quality assurance of blood components"
4.3.2.,"Bacterial safety Bacterial contamination may still occur despite careful blood collection and processing procedures. The causes of bacterial contamination include occult bacteraemia in the donor, inadequate or contaminated skin preparation at the phlebotomy site, coring of a skin plug by the phlebotomy needle and breaches of the closed system from defects or mishandling. Bacterial contamination of platelet components is reported more frequently than of other blood components due to their storage at room temperature, which facilitates growth of contaminating bacteria. In this regard, bacterial cultures of platelet components provide the best indication of the overall rate of contamination of whole blood donation, provided that the sample for culture is obtained in a suitable volume and at a suitable time after collection. Bacterial screening of platelets also allows the extension of their shelf-life to 7 days. A variety of procedures may be used to obtain a valid platelet sample for bacterial culture. Closed systems are required in order to minimise the risk of false-positive cultures due to contamination at the time of sampling. Aseptic techniques should be used for inoculation in culture. Large-volume samples (8 to 16 mL) can be cultured any time postcollection; however, delaying sampling will decrease the likelihood of false negative results. Delayed sampling permits bacterial growth to a level that subsequent assays can detect reliably, thereby overcoming sampling errors at low contamination level. A quarantine period after sampling and inoculation could be considered to decrease the risk of transfusion of contaminated blood components. Validated and approved PIT or a rapid test shortly before transfusion may offer alternative approaches to increase the bacterial safety of platelet components. When PIT or rapid tests for platelet components are in place, for the purposes of process control, bacterial monitoring of collection and processing should still be performed at a frequency based on risk assessment. 196 Chapter 4 Processing, storage and distribution of blood and blood components Data on bacterial monitoring should be analysed using statistical process control techniques to ensure that the process remains in control. Standard"
4.3.3.,"Prevention of cytomegalovirus transmission Cytomegalovirus (CMV) is a common infectious agent that can be transmitted via the transfusion of blood components. The risk of disease transmission is highest with fresh components containing leucocytes. CMV infection is often asymptomatic in healthy persons. Antibodies usually appear 4 to 8 weeks after infection and can be demonstrated in standard screening tests. As the infection is common, the test has to be repeated on each donation from a previously seronegative donor. Infection caused by this virus is usually not clinically significant in immunocompetent recipients, but can cause severe, even fatal, disease in certain immunosuppressed patients. These patients should receive components selected or processed to minimise the risk of CMV infectivity. The use of components from anti-CMV-negative donors or leucocytedepleted components significantly reduces the risk of CMV transmission and CMV disease in immunocompromised patients. However, neither method nor a combination of them can completely prevent transmission due to occasional cases of CMV viraemia in the early stage of acute infection. There is no consensus on the requirement for CMV screening in blood services that undertake universal leucocyte depletion of blood components. Some services (especially in areas that have a high seroprevalence of CMV) have ceased antibody screening, but others believe that the combination of antibody screening and leucocyte 197 Guide to the preparation, use and quality assurance of blood components depletion may confer additional safety. Use of PIT can also decrease the risk of CMV transmission."
4.3.4.,"Pathogen inactivation technologies (PIT) The aim of PIT is to reduce or inactivate bacteria and/or other pathogens (viruses, parasites) using physical and/or chemical methods. Components produced by these systems are referred to as ‘pathogen-reduced’. PIT systems for red cells and whole blood are in development but are not currently in use in Europe. Several PIT systems are CE-marked for plasma and platelets and have subsequently been licensed for routine use in Europe and elsewhere. Currently available systems have been demonstrated to reduce or inactivate a wide range of viruses, bacteria, parasites and leucocytes. They do not reduce infectivity associated with prion proteins and, hence, vCJD risk. With regard to the efficacy of pathogen-reduced platelet components, there is some loss of platelets in the process. Most clinical studies have demonstrated a reduced corrected count increment compared to untreated control platelets. One study found an increase in bleeding risk associated with this phenomenon, not found in several other studies. With regard to the efficacy of pathogen-reduced plasma components, loss of some factor VIII and fibrinogen occurs compared to untreated control plasma. Other potential risks include toxicity and neo-antigen formation; neither has been observed in haemovigilance studies of short duration, but longer-term surveillance studies will be required to confirm the absence of long-term toxicity. Pathogen inactivation of platelets potentially allows the extension of their shelf-life to 7 days. A further advantage of some PIT systems is inactivation of lymphocytes, which obviates the need for irradiation. 198 Chapter 4 Processing, storage and distribution of blood and blood components The value of implementation of PIT for blood components should be assessed in conjunction with current and alternative methods for risk reduction. 199 Chapter 5 Blood component monographs Part A. Whole Blood components A-"
0.,"8 % of red cell mass as determined by SPC storagea a A minimum of 90 % of units tested should meet the required value. Storage and transport Whole Blood for transfusion must be kept at a controlled temperature, i.e. between + 2°C and + 6°C (Directive 2004/33/EC, Annex IV). The storage time depends on the anticoagulant/preservative solution used and should be validated. Validated transport systems should ensure that the temperature does not go below + 1°C or exceed + 10°C over a maximum transit time of 24 hours. Transport times may exceed 24 hours if temperature conditions are maintained between + 2°C and + 6°C. Whole Blood for preparation of blood components may be kept between + 2°C and + 6°C. Alternatively, it may be kept for up to 24 hours between + 20°C and + 24°C, which is a prerequisite for the production of platelet preparations from Whole Blood. Labelling The labelling should comply with relevant legislation and, where in place, international agreements. The following information on Whole Blood for transfusion must be shown on the label or contained in the component information leaflet, as appropriate (Directive 2002/98/EC, Annex III): • The name of the blood component and the applicable product code; • The volume or weight of the blood component; 207 Guide to the preparation, use and quality assurance of blood components • The unique donation (identity) number; • The producer’s identification; • The ABO and RhD groups; • The date of expiry; • The storage temperature; • The name of the anticoagulant solution. The following additional information should be shown on the label or contained in the component information leaflet, as appropriate: • The date of donation; • Blood group phenotypes other than ABO and RhD (optional); • Additional component information: irradiated, etc. (if appropriate); • That the component should not be used for transfusion if there is abnormal haemolysis or other deterioration; • That the component should be administered through an approved blood administration set. Warnings Compatibility of Whole Blood for transfusion with the intended recipient should be verified by suitable pre-transfusion testing. RhD-negative female recipients of childbearing age or younger should not be transfused with Whole Blood from RhD-positive donors. Microaggregates may form on storage. Whole Blood for transfusion is not recommended in cases of: • Anaemia without blood volume loss; • Plasma intolerance; • Intolerance due to alloimmunisation against leucocyte antigens. Adverse reactions include: • Haemolytic transfusion reaction; • Non-haemolytic transfusion reaction (mainly chills, fever and urticaria); • Anaphylaxis; 208 Chapter 5 Blood component monographs • Alloimmunisation against red cell and HLA antigens; • Transfusion-related acute lung injury (TRALI); • Post-transfusion purpura; • Transfusion-associated graft-versus-host disease (TA-GvHD); • Sepsis due to inadvertent bacterial contamination; • Viral transmission (hepatitis, HIV, etc.) is possible, despite careful donor selection and screening procedures; • Syphilis can be transmitted if components are stored for less than 96 hours at + 4°C; • Protozoal transmission (e.g. malaria) may occur in rare instances; • Transmission of other pathogens that are not tested for or recognised; • Citrate toxicity in neonates and in patients with impaired liver function; • Metabolic imbalance in massive transfusion (e.g. hyperkalaemia); • Transfusion-associated circulatory overload (TACO); • Iron overload. A‑"
2.,"Whole Blood, Leucocyte‑Depleted Definition and properties Whole Blood, Leucocyte-Depleted (LD) is a component for transfusion or a source material for component preparation derived from Whole Blood by removing the leucocytes to a minimal residual content. Whole Blood, LD contains a minimum haemoglobin content of 43 g. Whole Blood, LD contains less than 1 × 106 leucocytes. Whole Blood, LD for transfusion should not contain irregular antibodies of clinical significance. Preparation Generally a filtration technique is used to produce Whole Blood, LD. Pre-storage leucocyte depletion within 48 hours after donation is the standard. 209 Guide to the preparation, use and quality assurance of blood components Requirements and quality control Table 5A-2 lists the requirements. Additional testing may be required to comply with national requirements (see also Chapter 10, Screening for markers of transfusion-transmissible infection). Table 5A‑2 Parameter to be checked Requirements Frequency of control ABO, RhD Grouping All units Anti-HIV 1 & 2 Negative by approved screening test All units HBsAg Negative by approved screening test All units Anti-HCV Negative by approved screening test All units Volumea 450 ± 50 mL volume (excluding as determined by SPC anticoagulant) A non-standard donation should be labelled accordingly Haemoglobin per final unita Minimum 43 g as determined by SPC Residual leucocytes per final < 1 × 106 as determined by SPC unita Haemolysis at the end of <"
0.,"8 % of red cell mass as determined by SPC storagea a A minimum of 90 % of units tested should meet the required value. Storage and transport Whole Blood, LD for transfusion must be kept at a controlled temperature between + 2°C and + 6°C (Directive 2004/33/EC, Annex IV). The storage time depends on the processing system and anticoagulant/preservative solution used and should be validated. Validated transport systems should ensure that the temperature does not go below + 1°C or exceed + 10°C over a maximum transit time 210 Chapter 5 Blood component monographs of 24 hours. Transport times may exceed 24 hours if temperature conditions are maintained between + 2°C and + 6°C. Whole Blood, LD for preparation of blood components may be kept between + 2°C and + 6°C. Alternatively, it may be kept for up to 24 hours between + 20°C and + 24°C, which is a prerequisite for the production of platelet preparations from Whole Blood, LD. Labelling The labelling should comply with relevant legislation and, where in place, international agreements. The following information on Whole Blood, LD for transfusion must be shown on the label or contained in the component information leaflet, as appropriate (Directive 2002/98/EC, Annex III): • The name of the blood component and the applicable product code; • The volume or weight of the blood component; • The unique donation (identity) number; • The producer’s identification; • The ABO and RhD groups; • The date of expiry; • The storage temperature; • The name of the anticoagulant solution. The following additional information should be shown on the label or contained in the component information leaflet, as appropriate: • The date of donation; • Blood group phenotypes other than ABO and RhD (optional); • Additional component information: irradiated, etc. (if appropriate); • That the component should not be used for transfusion if there is abnormal haemolysis or other deterioration; • That the component should be administered through an approved blood administration set. 211 Guide to the preparation, use and quality assurance of blood components Warnings Compatibility of Whole Blood, LD with the intended recipient should be verified by suitable pre-transfusion testing. RhD-negative female recipients of childbearing age or younger should not be transfused with red cells from RhD-positive donors. Whole Blood, LD is not recommended in cases of: • Anaemia without blood volume loss; • Plasma intolerance. Adverse reactions include: • Haemolytic transfusion reaction; • Non-haemolytic transfusion reaction (mainly chills, fever and urticaria); • Anaphylaxis; • Alloimmunisation against red cell antigens; • Transfusion-related acute lung injury (TRALI); • Post-transfusion purpura; • Transfusion-associated graft-versus-host disease (TA-GvHD); • Sepsis due to inadvertent bacterial contamination; • Viral transmission (hepatitis, HIV, etc.) is possible, despite careful donor selection and screening procedures; • Syphilis can be transmitted if components are stored for less than 96 hours at + 4°C; • Protozoal transmission (e.g. malaria) may occur in rare instances; • Transmission of other pathogens that are not tested for or recognised; • Citrate toxicity in neonates and in patients with impaired liver function; • Metabolic imbalance in massive transfusion (e.g. hyperkalaemia); • Transfusion-associated circulatory overload (TACO); • Iron overload. 212 Chapter 5 Blood component monographs Part B. Red cell components B‑"
0.75.,"Red Cells, LD contains less than 1 × 106 leucocytes. Preparation Generally a filtration technique is used to produce Red Cells, LD. Processing and leucocyte depletion should be performed within 48 hours after donation. Red Cells, LD can be produced: • From Whole Blood, Leucocyte-Depleted; • By leucocyte filtration of a red cell component. Requirements and quality control As indicated for Whole Blood, LD except for the parameters specified in Table 5B-"
0.70.,"Red Cells, LD-AS contains less than 1 × 106 leucocytes. Preparation Generally, a filtration technique is used to produce Red Cells, LD-AS. Leucocyte depletion should be performed within 48 hours after donation. Red Cells, LD-AS can be produced: • By leucocyte filtration of Whole Blood, with subsequent centrifugation and removal of the plasma and immediate addition of the additive solution, followed by careful mixing; • By leucocyte filtration of Red Cells, AS or Red Cells BCR-AS. Requirements and quality control As indicated for Whole Blood, LD except for the parameters specified in Table 5B-"
0.,"70 as determined by SPC Haemoglobin per final unita Minimum 40 g as determined by SPC a A minimum of 90 % of units tested should meet the required value. Storage and transport As indicated for Whole Blood, LD. Labelling As indicated for Whole Blood, LD. Warnings As indicated for Whole Blood, LD with the following addition: • Not for exchange transfusion in newborns, unless used within 5 days of donation and only if the additive solution is replaced by fresh frozen plasma on the day of use. B‑"
0.,"70 as determined by SPC Haemoglobin per final unita Minimum 40 g as determined by SPC a A minimum of 90 % of units tested should meet the required value. Storage and transport As indicated for Whole Blood if Red Cells, Aph is collected and prepared in a functionally closed system. If prepared or filtered by methods under an open system, the storage time is limited to 24 hours at between + 2°C and + 6°C. Labelling As indicated for Whole Blood or Whole Blood, LD (depending on whether leucodepleted or not). 221 Guide to the preparation, use and quality assurance of blood components In addition, if two or more units are collected from the donor in one session, each unit should have a unique unit (identity) number. Warnings As for Red Cells or Red Cells, AS depending on whether an additive solution is used. B‑"
0.,"5 g as determined by SPC per final unita a A minimum of 90 % of units tested should meet the required value. Storage and transport As indicated for Whole Blood. In addition, when an open system is used for washing, the storage time should be as short as possible after washing and should never exceed 24 hours. If a closed system and a suitable additive solution are used, storage times may be prolonged, subject to validation. Labelling As indicated for Whole Blood or Whole Blood, LD (depending on whether leucodepleted or not). Warnings As indicated for Whole Blood or Whole Blood, LD (depending on whether leucodepleted or not). B‑"
9.,"Red Cells, Cryopreserved Definition and properties Red Cells, Cryopreserved (Cryo) is a red cell component derived by secondary processing of a red cell component. Red cells are frozen (preferably within 7 days of collection) using a cryoprotectant and stored at − 60°C or below, depending on the method of cryopreservation. 223 Guide to the preparation, use and quality assurance of blood components A reconstituted unit of Red Cells, Cryo contains low amounts of protein, leucocytes and platelets. Each unit of Red Cells, Cryo contains a minimum haemoglobin content of 36 g. The haematocrit is"
0.,"70 as determined by SPC Haemoglobin per final unita Minimum 36 g as determined by SPC Osmolaritya Maximum 20 mOsm/L above as determined by SPC osmolarity of resuspending fluid Microbial control No growth as determined by SPC a A minimum of 90 % of units tested should meet the required value. b Final suspending solution, as a process control for washing. 224 Chapter 5 Blood component monographs Storage and transport Red Cells, Cryo in frozen state Red Cells, Cryo in the frozen state should be constantly maintained at: • Between − 60°C and − 80°C if stored in an electric freezer and when a high-glycerol method is used; • Below − 140°C if stored in vapour-phase liquid nitrogen and when a low-glycerol method is used. Red Cells, Cryo in the frozen state can be stored for 30 years. Thawed reconstituted Red Cells, Cryo Thawed and reconstituted Red Cells, Cryo should be stored between + 2°C and + 6°C. The storage time should be validated but should be as short as possible after washing, and should never exceed 24 hours when an open system is used. If transport in the frozen state is unavoidable, storage conditions should be maintained. Transport of thawed, reconstituted red cells is limited by the short storage time. Storage conditions should be maintained during transport. Labelling As indicated for Whole Blood or Whole Blood, LD (depending on whether the starting component is leucodepleted). In addition, the following information should be traceable for each frozen unit: • The producer’s identification; • The unique donation (identity) number; • The date of donation; • The date of expiry; • The name and volume of the cryoprotective solution; • Additional component information (if appropriate); • The volume or weight of the blood component; • The storage temperature. 225 Guide to the preparation, use and quality assurance of blood components Labelling of reconstituted components After thawing and reconstitution (washing), the date of expiry should be changed to the date (and time) of expiry of the thawed component. In addition, the name and volume of the cryoprotective solution should be changed to the name and volume of the additive solution (if any). Warnings As indicated for Whole Blood or Whole Blood, LD. In addition, when Red Cells, Cryo is processed in an open system, the risk of bacterial contamination is increased and therefore extra vigilance is required during transfusion. 226 Chapter 5 Blood component monographs 227 stnenopmoc teletalP tnetnoc etycocueL tnetnoc teletalP noitamrofni lacinhceT tnenopmoC nehw 901 ×"
0.,"05 × 109 leucocytes if prepared by the buffy coat method. Platelets, Rec, SU can be transfused as single units, usually for neonatal and infant recipients, while a typical adult dose comprises 4 to 6 units of Platelets, Rec, SU. Preparation Preparation from platelet-rich plasma (PRP) A unit of Whole Blood, stored for up to 24 hours in conditions validated to maintain the temperature between + 20°C and + 24°C, is centrifuged so that an optimal number of platelets remain in the plasma and the numbers of leucocytes and red cells are reduced to a defined level. Platelets from PRP are sedimented by hard-spin centrifugation; the supernatant platelet-poor plasma is removed using a closed system, leaving 50 to 70 mL of it with the platelets. The platelets are allowed to disaggregate and are then resuspended in the remnant plasma forming the final component. Preparation from buffy coat A Whole Blood unit, stored for up to 24 hours in conditions validated to maintain the temperature between + 20°C and + 24°C, is centrifuged so that platelets are primarily sedimented to the buffy coat layer together with the leucocytes. The buffy coat is separated and processed further to obtain a platelet concentrate. Single buffy coats diluted with plasma are centrifuged so that the platelets remain 230 Chapter 5 Blood component monographs in the supernatant, but red cells and leucocytes are sedimented to the bottom of the bag. The platelet-containing supernatant is immediately transferred into an approved platelet storage bag using a closed system. Preparation by the single centrifugation method A Whole Blood unit, stored for up to 24 hours in conditions validated to maintain the temperature between + 20°C and + 24°C, is centrifuged so that platelets are primarily sedimented to the buffy coat layer together with the leucocytes. While still spinning in the centrifuge, the upper part of the buffy coat containing the platelets is expressed into a satellite bag using a closed system together with an appropriate volume of plasma. Requirements and quality control Table 5C-1 lists the requirements. Additional testing may be required to comply with national requirements (see also Chapter 10, Screening for markers of transfusion-transmissible infection). Demonstration of the swirling phenomenon, which is based on light scattering by platelets of normal morphology in motion, should be carried out prior to issuing this component. This is best done as close as possible to the time of transfusion. Table 5C‑1 Parameter to be checked Requirements Frequency of control ABO, RhD Grouping All units Anti-HIV 1 & 2 Negative by approved screening test All units HBsAg Negative by approved screening test All units Anti-HCV Negative by approved screening test All units Volumea As validated per"
